"created","screenName","text"
2015-06-05 13:19:40,"polititroms","@polititroms Mann i 20 åra har fått hånda i klem i en betongvisp.Mannen er sendt til UNN.Saken etterforskes videre ved Tromsø politistasjon."
2015-06-05 12:20:01,"polititroms","Kvaløya: Arbeidsuhell, person fått en hånd/arm inn i en maskin. Nødetatene på vei."
2015-06-04 18:36:48,"polititroms","Skjervøy og Nordreisa:Trafikkontroll gjennomført av UP. 71 kontrollerte bilførere. Fire forelegg fart. en for mobil, en anm. m/f.kortbeslag."
2015-06-04 17:13:50,"polititroms","Mallangen: Hamnvåg. En personbil har kjørt av vegen ved Hamnvågbukta. To personer i bilen. Lettere skadd."
2015-06-04 16:47:39,"polititroms","Nordkjsbotn: fartskontroll gjennomført av UP. 24 bilførere ilagt forenklet forelegg."
2015-06-03 23:11:12,"polititroms","Kvænangen: UP utførte fartskontroll i går kveld v/ E-6 Alteidet i 60-sonen. 12 forenklede forelegg utstedt. Høyeste fart var 79 km/t."
2015-06-03 19:40:09,"polititroms","Brannen på Finnsnes er slokket. To personer kjørt med ambulanse til legevakta. Ukjent skadeomfang."
2015-06-03 19:37:54,"polititroms","Finnsnes - Melding om brann i en enebolig på Finnsnes. Nødetatene er på stedet."
2015-06-03 13:34:04,"polititroms","Tromsøysundtunnelen: tunnelen er åpen for trafikk."
2015-06-03 12:36:18,"polititroms","Tromsø: Tromsøysundtunellen mot fastlandet stengt midlertidig pga motorstopp på en lastebil."
2015-06-03 10:29:56,"polititroms","Eier ringte og hunden blir gjenforent med sin herre."
2015-06-03 10:24:16,"polititroms","Hunden blir overtatt av hundegruppa i Dyrebeskyttelsen Tromsø. Kontakt dit kan videreformidles fra politiet."
2015-06-03 10:11:08,"polititroms","Tromsø: en løs rottweiler er tatt i forvaring av oss, funnet på Bjerkaker skole. Er det noen som savner denne? Ring 02800"
2015-06-02 15:39:44,"polititroms","Gasslekasje v/ UNN. Det meldes fra politiets innsatsleder at gasslekasje fra tanken nå var stanset. Mer info kommer etterhvert."
2015-06-02 15:19:48,"polititroms","I forb med spregningsarbeidet v/ UNN så er det blitt lekkasje i en en nitrogentank. Tanken ligger ved MH bygget. Brann og politiet på stedet"
2015-06-02 13:35:20,"polititroms","Grøtfjord / Tromvik. Personen som var invollvert i trafikkulykken er tatt ut fra kjøretøyet, flydd til UNN for videre behandling"
2015-06-02 12:26:40,"polititroms","Grøtfjord/Tromvika: Alvorlig trafikkulykke. En bil kjørt utenfor vegen, en person alvorlig skadet, nødetatene på vei."
2015-05-31 20:49:53,"polititroms","I tillegg ble det tatt beslag i et våpen som ikke var oppbevart ihht forskriftene."
2015-05-31 20:49:03,"polititroms","Vannøya: vi er på stedet og tar blodprøve av en mannsperson som er mistenkt for promillekjøring."
2015-05-31 20:25:12,"polititroms","Olderdalen: UP har beslaglagt et førerkort til en fører som ble knepet i 86 km/t i 60 sonen. Dette i tillegg til 12 FF for hastighet."
2015-05-31 16:10:03,"polititroms","Bilen hentet og trafikken går som normalt."
2015-05-31 15:39:32,"polititroms","Tromsø: bilstans på Tromsøbrua. Vi er på veg for løse floken og bilbergning ankommer straks."
2015-05-31 03:42:13,"polititroms","../2 bilføreren, mann 20 år, er bragt til legevakta for undersøkelse. Han er mistenkt for å ha kjørt i alkoholpåvirket tilstand."
2015-05-31 03:38:01,"polititroms","Tromsø: Trafikkulykke. En personbil har kjørt av vegen ved flyplassen. Bilen kjørte igjennom gjerdet og havnet inne på flypl.området./2"
2015-05-31 03:33:19,"polititroms","Gisundbrua: Politiet har gjennomført fartskontroll på stedet. To bilførere anmeldt for fartsovertr. Førerkort beslaglagt."
2015-05-30 23:06:05,"polititroms","Sørkjosen: promillekontroll gjennomført i kveld. 40 bilførere kontrollert. Ingen reaksjoner fra politiets side."
2015-05-30 20:57:39,"polititroms","Tromsø: påtraff en mannsperson i 50 årene på Bjerkaker som var i besittelse av narkotika. Sak opprettet."
2015-05-30 20:53:09,"polititroms","Sørreisa: utforkjøring FV 86 ved nedkjøring til NATO kaia. Bilen ligger på taket. Vi er på stedet, ikke alvorlig personskade."
2015-05-30 15:51:06,"polititroms","Tromsø: En kvinne hadde behov for hjelp ned fra Jamnfjellet ifm Ti på Topp tur. Hentet ned ved hjelp av Norsk Folkehjelp."
2015-05-29 20:02:46,"polititroms","Tromsø/Krabbenes: bil i full fyr. Brann slokker i dette øyeblikk. Ikke meldt om personskade."
